person_id,birthdate,age,category,facility_id,join_date,retire_date,team_name,gender,position
275,1996-12-14,25,,4.0,2020-11-02,,,,accountant
276,1993-04-23,29,,2.0,2020-11-05,2021-06-19,,,manager
277,2006-09-16,15,junior,3.0,2020-11-12,,Stone Mariners,M,
278,2002-06-01,19,junior,5.0,2020-11-14,,Curlers Terriers,M,
279,1978-06-12,43,adult,2.0,2020-11-15,2021-08-02,Cold Colts,M,
280,1999-10-30,22,adult,1.0,2020-11-21,,Toronto Penguins,F,
281,1984-05-16,38,,4.0,2020-12-07,,,,manager
282,1978-02-19,44,,1.0,2020-12-07,,,,cleaner
283,1968-06-24,53,,4.0,2020-12-14,2021-04-22,,,cleaner
284,2010-03-21,12,junior,3.0,2020-12-16,2022-02-08,Rolling Stones,F,
285,1987-01-18,35,adult,4.0,2020-12-17,,Game of Stones,F,
286,2003-04-01,19,junior,4.0,2020-12-27,,Ice Dodgers,F,
287,1976-07-10,45,adult,4.0,2020-12-28,,Ottawa Victorias,M,
288,1974-05-08,48,adult,5.0,2021-01-01,2021-01-31,Vancouver Islanders,F,
289,1972-12-28,49,,3.0,2021-01-01,2021-09-07,,,cleaner
290,1981-11-14,40,,5.0,2021-01-02,,,,manager
291,2010-10-09,11,junior,1.0,2021-01-02,,Cold Islanders,F,
292,1992-11-15,29,,4.0,2021-01-03,,,,manager
293,1978-07-01,43,,2.0,2021-01-05,,,,manager
294,1996-01-12,26,adult,5.0,2021-01-06,,Vancouver Fury,M,
295,1962-08-27,59,,4.0,2021-01-08,2022-03-18,,,manager
296,2002-02-24,20,junior,5.0,2021-01-08,,Super Atlantics,F,
297,1988-01-09,34,,1.0,2021-01-10,2021-04-24,,,manager
298,1972-07-30,49,adult,1.0,2021-01-13,2022-01-28,Ice Sabres,M,
299,2008-05-08,14,junior,2.0,2021-01-17,2021-10-12,Ice Unicorns,F,
300,1978-04-29,44,,1.0,2021-01-22,,,,coach
301,1995-06-22,26,adult,2.0,2021-01-23,,Montreal Raiders,M,
302,1984-04-19,38,adult,2.0,2021-01-24,2021-03-24,Montreal Raiders,M,
303,1975-11-15,46,,2.0,2021-01-24,,,,manager
304,2011-07-03,10,junior,2.0,2021-01-31,,Montreal Braves,M,
305,1986-08-01,35,adult,3.0,2021-02-04,2022-03-17,Calgary Cubs,M,
306,1959-03-23,63,,2.0,2021-02-09,,,,accountant
307,2004-02-18,18,junior,2.0,2021-02-09,2022-01-28,Baby Broomers,F,
308,1972-12-30,49,adult,3.0,2021-02-10,,Calgary Rockets,M,
309,1996-01-20,26,,5.0,2021-02-20,,,,medic
310,2004-11-27,17,junior,5.0,2021-02-26,,Curlers Terriers,M,
311,2012-07-22,9,junior,5.0,2021-02-28,2022-05-21,Broom Hawks,M,
312,1982-11-03,39,adult,4.0,2021-03-02,,Ottawa Victorias,M,
313,1987-07-05,34,adult,4.0,2021-03-06,,Ottawa Victorias,M,
314,1986-02-05,36,adult,2.0,2021-03-06,2021-07-31,Montreal Raiders,M,
315,1965-04-10,57,,4.0,2021-03-08,2022-04-10,,,accountant
316,1999-09-26,22,adult,4.0,2021-03-08,2021-09-04,Game of Stones,F,
317,2010-07-22,11,junior,1.0,2021-03-10,,Toronto Olympics,F,
318,1979-05-18,43,adult,4.0,2021-03-19,,Cold Travelways,M,
319,1986-05-29,36,adult,3.0,2021-03-19,,Calgary Rockets,M,
320,1970-07-17,51,,2.0,2021-03-21,,,,manager
321,1973-06-11,48,adult,1.0,2021-03-21,,Ice Cougars,F,
322,1973-12-12,48,adult,5.0,2021-03-25,,Vancouver Islanders,F,
323,1982-02-10,40,adult,3.0,2021-03-27,,Calgary Rockets,M,
324,2008-11-27,13,junior,5.0,2021-04-01,2021-04-24,Vancouver Buccaneers,F,
325,1987-08-06,34,adult,1.0,2021-04-01,2022-04-15,Toronto Eagles,M,
326,1980-01-19,42,adult,2.0,2021-04-01,,Ice Bulls,M,
327,1981-11-27,40,adult,1.0,2021-04-03,,Toronto Eagles,M,
328,1991-12-30,30,adult,5.0,2021-04-08,2021-10-13,Vancouver Fury,M,
329,2012-08-23,9,junior,2.0,2021-04-08,,Super Salsa,M,
330,1967-01-24,55,,2.0,2021-04-14,2021-05-28,,,manager
331,1975-07-18,46,adult,5.0,2021-04-17,,Vancouver Fury,M,
332,2003-12-16,18,junior,2.0,2021-04-22,,Montreal Lasers,F,
333,2009-11-05,12,junior,5.0,2021-04-25,,Broom Hawks,M,
334,1985-09-02,36,,4.0,2021-05-03,,,,psychologist
335,2004-10-29,17,junior,4.0,2021-05-03,,Ice Dodgers,F,
336,1992-11-24,29,adult,3.0,2021-05-05,,Cold Huskies,M,
337,1995-10-31,26,adult,2.0,2021-05-09,,Ice Bulls,M,
338,2009-08-18,12,junior,1.0,2021-05-09,,Toronto Rockets,M,
339,1977-05-07,45,,3.0,2021-05-12,,,,manager
340,2003-12-20,18,junior,4.0,2021-05-13,2021-09-03,Cold Chinooks,F,
341,1969-12-20,52,,3.0,2021-05-15,,,,manager
342,1980-06-01,41,,1.0,2021-05-16,,,,cleaner
343,1974-05-16,48,adult,2.0,2021-05-18,,Montreal Raiders,M,
344,2006-01-18,16,junior,2.0,2021-05-21,,Ice Unicorns,F,
345,1972-08-06,49,adult,3.0,2021-05-24,,Calgary Bruins,F,
346,1995-05-20,27,,2.0,2021-05-26,,,,medic
347,1989-08-01,32,adult,3.0,2021-05-29,,Calgary Cougars,M,
348,1976-05-03,46,adult,3.0,2021-05-29,,Cold Huskies,M,
349,1997-06-10,24,adult,5.0,2021-05-31,2022-03-30,Vancouver Islanders,F,
350,2001-11-28,20,,1.0,2021-06-03,2021-06-19,,,cleaner
351,2014-04-04,8,junior,5.0,2021-06-04,2022-02-20,Vancouver Buccaneers,F,
352,2008-08-07,13,junior,4.0,2021-06-04,,Ottawa Greys,M,
353,2011-03-10,11,junior,4.0,2021-06-05,,Cold Chinooks,F,
354,1996-12-20,25,,1.0,2021-06-08,2021-10-19,,,cleaner
355,1977-06-10,44,,2.0,2021-06-09,,,,psychologist
356,1991-05-19,31,adult,3.0,2021-06-14,2021-12-02,Calgary Cubs,M,
357,1991-07-09,30,adult,5.0,2021-06-17,2021-07-24,Vancouver Fury,M,
358,1995-02-15,27,adult,3.0,2021-06-18,,Calgary Rockets,M,
359,1984-08-28,37,adult,1.0,2021-06-21,2021-08-11,Toronto Eagles,M,
360,1973-09-22,48,,3.0,2021-06-21,2021-08-25,,,cleaner
361,2006-12-29,15,junior,1.0,2021-06-27,2021-09-24,Toronto Rockets,M,
362,1977-09-04,44,,5.0,2021-07-01,,,,medic
363,1988-08-15,33,adult,5.0,2021-07-01,,Vancouver Fury,M,
364,1977-01-28,45,adult,5.0,2021-07-04,2022-03-16,Vancouver Islanders,F,
365,2004-08-15,17,junior,4.0,2021-07-05,,Ottawa Greys,M,
366,1982-03-14,40,,5.0,2021-07-06,2022-05-30,,,cleaner
367,2013-02-27,9,junior,3.0,2021-07-08,,Ice Huskies,M,
368,1990-11-01,31,,4.0,2021-07-09,,,,cleaner
369,1988-04-02,34,,5.0,2021-07-10,,,,manager
370,2012-09-28,9,junior,4.0,2021-07-14,,Broom Mets,F,
371,1994-08-20,27,adult,1.0,2021-07-18,,Toronto Eagles,M,
372,2002-09-28,19,junior,2.0,2021-07-18,,Baby Broomers,F,
373,1995-06-26,26,,5.0,2021-07-19,,,,manager
374,2014-05-11,8,junior,5.0,2021-07-21,2021-08-25,Vancouver Buccaneers,F,
375,1970-01-10,52,,3.0,2021-07-24,,,,director
376,2014-04-14,8,junior,2.0,2021-07-27,,Ice Unicorns,F,
377,1976-07-28,45,,2.0,2021-07-27,,,,coach
378,1994-01-14,28,,2.0,2021-08-04,,,,manager
379,2009-07-22,12,junior,1.0,2021-08-06,,Cold Islanders,F,
380,2007-04-29,15,junior,5.0,2021-08-06,,Super Atlantics,F,
381,2008-01-28,14,junior,5.0,2021-08-07,,Super Lords,M,
382,1985-09-22,36,adult,3.0,2021-08-08,2022-03-17,Calgary Rockets,M,
383,1973-12-16,48,,3.0,2021-08-11,,,,manager
384,1974-11-18,47,adult,3.0,2021-08-16,,Calgary Bruins,F,
385,1997-10-28,24,,1.0,2021-08-17,,,,cleaner
386,2013-06-14,8,junior,2.0,2021-08-17,,Super Salsa,M,
387,1985-02-24,37,adult,2.0,2021-08-18,,Montreal Bruins,M,
388,2007-02-07,15,junior,1.0,2021-08-20,,Toronto Rockets,M,
389,1986-12-28,35,adult,2.0,2021-08-20,2021-09-16,Montreal Bruins,M,
390,2003-03-16,19,junior,5.0,2021-08-25,2021-11-29,Vancouver Buccaneers,F,
391,1983-03-30,39,,1.0,2021-08-27,,,,coach
392,2014-04-12,8,junior,4.0,2021-08-29,,Ottawa Greys,F,
393,2012-11-30,9,junior,5.0,2021-09-01,,Vancouver Buccaneers,F,
394,1995-09-02,26,adult,1.0,2021-09-03,,Toronto Penguins,F,
395,2012-10-03,9,junior,4.0,2021-09-06,,Ottawa Kiltys,F,
396,2012-05-27,10,junior,3.0,2021-09-06,2022-01-16,Calgary Metros,F,
397,2006-05-07,16,junior,5.0,2021-09-12,,Broom Hawks,M,
398,1993-05-22,29,adult,5.0,2021-09-12,,Vancouver Fury,M,
399,2014-05-07,8,junior,3.0,2021-09-13,,Ice Huskies,F,
400,2008-05-22,14,junior,4.0,2021-09-15,,Cold Chinooks,F,
401,2009-07-22,12,junior,2.0,2021-09-15,2021-11-06,Ice Unicorns,F,
402,2009-01-29,13,junior,5.0,2021-09-18,,Super Lords,M,
403,1998-01-18,24,adult,5.0,2021-09-18,2021-12-05,Vancouver Islanders,F,
404,1973-05-27,49,,1.0,2021-09-20,,,,medic
405,1998-12-16,23,,5.0,2021-09-27,,,,cleaner
406,1980-05-17,42,,3.0,2021-10-04,,,,medic
407,1980-08-25,41,adult,5.0,2021-10-05,2022-04-09,Vancouver Fury,M,
408,1995-03-20,27,,1.0,2021-10-05,2021-11-21,,,manager
409,2001-10-08,20,junior,4.0,2021-10-13,,Ottawa Kiltys,F,
410,1999-06-06,22,adult,2.0,2021-10-17,2022-04-23,Montreal Raiders,M,
411,1975-04-06,47,adult,4.0,2021-10-18,2022-02-17,Cold Travelways,M,
412,1986-08-07,35,adult,3.0,2021-10-20,,Calgary Fleur-de-Lys,M,
413,2002-09-17,19,,1.0,2021-10-23,2021-12-22,,,coach
414,2014-07-05,7,junior,2.0,2021-10-25,2022-05-07,Montreal Lasers,F,
415,2006-04-05,16,junior,2.0,2021-10-25,,Montreal Braves,M,
416,1980-11-11,41,,1.0,2021-10-28,,,,accountant
417,1969-09-30,52,,4.0,2021-10-29,,,,cleaner
418,2003-11-12,18,junior,2.0,2021-11-01,,Ice Unicorns,F,
419,1974-12-11,47,adult,2.0,2021-11-02,,Ice Bulls,M,
420,1987-03-07,35,adult,4.0,2021-11-03,2022-01-05,Cold Travelways,M,
421,2014-10-16,7,junior,5.0,2021-11-06,,Vancouver Buccaneers,F,
422,1981-10-04,40,adult,1.0,2021-11-07,,Toronto Eagles,M,
423,1982-08-26,39,,4.0,2021-11-08,,,,manager
424,2004-12-02,17,junior,1.0,2021-11-08,,Toronto Rockets,M,
425,1994-12-24,27,adult,2.0,2021-11-08,2022-02-28,Montreal Bruins,M,
426,1991-01-19,31,adult,5.0,2021-11-11,,Vancouver Islanders,F,
427,2003-12-28,18,junior,2.0,2021-11-15,,Montreal Vipers,M,
428,2013-05-05,9,junior,1.0,2021-11-19,,Toronto Olympics,M,
429,1957-08-03,64,,3.0,2021-11-19,,,,manager
430,1978-01-15,44,adult,3.0,2021-11-20,,Calgary Cougars,M,
431,1971-02-07,51,,2.0,2021-11-21,2021-12-02,,,accountant
432,2003-11-11,18,,2.0,2021-11-22,,,,cleaner
433,2012-11-28,9,junior,1.0,2021-11-26,,Toronto Olympics,F,
434,2013-08-01,8,junior,1.0,2021-11-26,2021-11-29,Cold Islanders,F,
435,2011-01-13,11,junior,5.0,2021-11-30,2022-03-08,Super Atlantics,F,
436,2005-04-15,17,junior,5.0,2021-12-03,,Broom Hawks,M,
437,2013-09-22,8,junior,2.0,2021-12-03,,Montreal Lasers,F,
438,1977-06-04,44,,1.0,2021-12-04,,,,medic
439,2014-09-05,7,junior,5.0,2021-12-07,,Vancouver Buccaneers,F,
440,2009-08-18,12,junior,3.0,2021-12-07,,Stone Mariners,M,
441,1972-03-07,50,,2.0,2021-12-07,,,,cleaner
442,2001-01-16,21,,4.0,2021-12-10,,,,cleaner
443,1978-08-04,43,adult,2.0,2021-12-15,,Ice Bulls,M,
444,1994-10-30,27,,4.0,2021-12-16,2022-05-23,,,coach
445,2003-11-04,18,junior,2.0,2021-12-17,2022-05-25,Montreal Braves,M,
446,1969-01-23,53,,5.0,2021-12-21,,,,cleaner
447,1989-01-23,33,adult,1.0,2021-12-23,,Ice Cougars,F,
448,1993-07-30,28,,3.0,2021-12-24,,,,cleaner
449,2003-07-21,18,junior,3.0,2021-12-24,,Rolling Stones,F,
450,2014-12-02,7,junior,2.0,2021-12-25,,Montreal Vipers,M,
451,2014-02-17,8,junior,4.0,2021-12-26,,Ice Dodgers,F,
452,2002-05-31,19,junior,2.0,2021-12-29,,Montreal Vipers,M,
453,2013-11-25,8,junior,3.0,2021-12-31,2022-03-28,Calgary Metros,F,
454,2013-02-28,9,junior,5.0,2022-01-01,,Stone Timberwolves,M,
455,1983-08-19,38,,1.0,2022-01-01,,,,manager
456,2006-06-02,15,junior,3.0,2022-01-04,,Calgary Metros,F,
457,2001-02-26,21,,2.0,2022-01-09,2022-02-05,,,coach
458,1989-08-07,32,adult,4.0,2022-01-10,2022-02-18,Game of Stones,F,
459,1993-01-03,29,adult,3.0,2022-01-11,,Calgary Cubs,M,
460,2005-05-19,17,junior,3.0,2022-01-12,,Calgary Metros,F,
461,2000-01-30,22,adult,4.0,2022-01-13,2022-03-12,Ottawa Victorias,M,
462,1985-11-12,36,,4.0,2022-01-15,,,,manager
463,1989-01-05,33,,2.0,2022-01-18,,,,manager
464,1979-11-19,42,,1.0,2022-01-23,,,,cleaner
465,1995-08-29,26,adult,3.0,2022-01-23,2022-03-13,Calgary Rockets,M,
466,1994-04-12,28,,1.0,2022-01-24,,,,cleaner
467,2009-05-08,13,junior,2.0,2022-01-27,,Super Salsa,F,
468,1998-04-03,24,adult,1.0,2022-01-30,2022-03-15,Ice Sabres,F,
469,1966-10-23,55,,5.0,2022-02-01,,,,psychologist
470,2007-12-02,14,junior,2.0,2022-02-09,,Baby Broomers,F,
471,2014-05-28,8,junior,5.0,2022-02-10,,Broom Hawks,M,
472,1961-04-05,61,,4.0,2022-02-11,2022-02-13,,,manager
473,2014-08-23,7,junior,1.0,2022-02-12,,Toronto Rockets,M,
474,2009-06-10,12,junior,2.0,2022-02-13,,Ice Unicorns,F,
475,1988-10-02,33,,2.0,2022-02-13,2022-02-27,,,psychologist
476,1957-08-04,64,,2.0,2022-02-15,2022-04-05,,,psychologist
477,2007-07-05,14,junior,1.0,2022-02-15,,Toronto Olympics,F,
478,2012-09-23,9,junior,3.0,2022-02-17,2022-04-09,Stone Mariners,M,
479,1973-10-27,48,adult,3.0,2022-02-21,,Cold Huskies,M,
480,2003-12-19,18,junior,1.0,2022-02-22,,Toronto Rockets,M,
481,1969-11-09,52,,2.0,2022-02-22,,,,accountant
482,2015-02-24,7,junior,1.0,2022-02-24,,Toronto Olympics,F,
483,1981-12-03,40,adult,3.0,2022-02-27,,Calgary Bruins,M,
484,1984-05-23,38,adult,4.0,2022-02-27,,Cold Travelways,M,
485,2014-07-08,7,junior,5.0,2022-03-01,,Vancouver Buccaneers,F,
486,2015-02-22,7,junior,5.0,2022-03-02,,Vancouver Buccaneers,F,
487,2006-02-26,16,junior,2.0,2022-03-03,,Montreal Lasers,F,
488,1970-09-14,51,,5.0,2022-03-03,,,,cleaner
489,2013-07-23,8,junior,5.0,2022-03-03,,Curlers Terriers,M,
490,2003-11-02,18,,5.0,2022-03-04,,,,cleaner
491,2001-11-23,20,junior,2.0,2022-03-07,,Montreal Vipers,M,
492,2007-04-05,15,junior,2.0,2022-03-11,,Montreal Vipers,M,
493,1986-01-17,36,adult,4.0,2022-03-15,,Ottawa Victorias,M,
494,1982-08-14,39,,5.0,2022-03-15,,,,coach
495,2006-08-15,15,junior,5.0,2022-03-15,,Stone Timberwolves,M,
496,1986-02-20,36,,4.0,2022-03-15,,,,coach
497,2003-12-20,18,,4.0,2022-03-20,,,,cleaner
498,1980-09-18,41,adult,3.0,2022-03-21,,Cold Huskies,M,
499,1993-05-31,28,adult,3.0,2022-03-26,,Cold Huskies,F,
500,1983-04-29,39,adult,1.0,2022-03-29,,Toronto Penguins,F,
501,2003-04-04,19,,1.0,2022-03-31,2022-05-24,,,cleaner
502,1989-07-27,32,adult,4.0,2022-04-02,,Cold Travelways,M,
503,1991-08-07,30,adult,2.0,2022-04-03,2022-05-30,Cold Colts,M,
504,1993-04-27,29,,3.0,2022-04-03,,,,coach
505,2014-08-17,7,junior,2.0,2022-04-07,,Baby Broomers,F,
506,1988-09-22,33,adult,5.0,2022-04-07,,Vancouver Islanders,F,
507,2015-01-08,7,junior,4.0,2022-04-08,,Broom Mets,F,
508,1993-11-22,28,adult,1.0,2022-04-11,2022-05-08,Toronto Eagles,M,
509,1968-01-28,54,,3.0,2022-04-12,,,,cleaner
510,1978-02-03,44,adult,2.0,2022-04-15,,Cold Colts,M,
511,2006-01-13,16,junior,4.0,2022-04-15,,Ottawa Kiltys,M,
512,2005-08-18,16,junior,4.0,2022-04-16,,Cold Chinooks,F,
513,1980-11-17,41,,4.0,2022-04-19,,,,manager
514,1976-10-11,45,adult,4.0,2022-04-20,,Game of Stones,F,
515,1990-02-11,32,adult,4.0,2022-04-24,2022-05-04,Ottawa Victorias,M,
516,1971-05-28,51,,4.0,2022-04-25,,,,coach
517,1969-04-16,53,,3.0,2022-04-27,,,,coach
518,1972-09-08,49,,2.0,2022-04-28,2022-05-28,,,manager
519,2002-10-31,19,junior,1.0,2022-04-29,2022-05-16,Toronto Rockets,M,
520,2013-01-27,9,junior,2.0,2022-05-01,,Montreal Braves,M,
521,1990-11-17,31,adult,2.0,2022-05-04,2022-05-11,Cold Colts,M,
522,1986-05-16,36,adult,3.0,2022-05-05,,Cold Huskies,F,
523,1980-09-29,41,,1.0,2022-05-06,,,,manager
524,2004-05-10,18,junior,5.0,2022-05-08,,Broom Hawks,M,
525,2004-03-16,18,junior,5.0,2022-05-09,,Curlers Terriers,M,
526,2015-05-10,7,junior,4.0,2022-05-09,,Broom Mets,F,
527,2003-09-29,18,junior,1.0,2022-05-10,,Toronto Rockets,M,
528,1990-04-09,32,adult,1.0,2022-05-11,,Toronto Eagles,M,
529,2015-05-11,7,junior,1.0,2022-05-11,2022-05-28,Toronto Olympics,F,
530,1979-06-29,42,adult,5.0,2022-05-12,2022-05-22,Vancouver Islanders,F,
531,1999-10-08,22,adult,3.0,2022-05-12,,Calgary Fleur-de-Lys,M,
532,2015-04-15,7,junior,5.0,2022-05-13,2022-05-15,Super Atlantics,F,
533,1995-11-09,26,,5.0,2022-05-13,,,,cleaner
534,1993-04-21,29,,5.0,2022-05-13,,,,manager
535,1971-06-02,50,,2.0,2022-05-14,,,,cleaner
536,2015-04-29,7,junior,3.0,2022-05-15,2022-05-19,Ice Huskies,M,
537,1972-09-16,49,adult,1.0,2022-05-17,,Ice Cougars,F,
538,2015-04-27,7,junior,4.0,2022-05-18,,Ice Dodgers,F,
539,2013-12-05,8,junior,5.0,2022-05-21,,Stone Timberwolves,F,
540,2001-09-13,20,junior,3.0,2022-05-22,2022-05-25,Calgary Metros,F,
541,1986-09-07,35,adult,2.0,2022-05-23,2022-05-25,Cold Colts,M,
542,2013-06-18,8,junior,2.0,2022-05-23,,Ice Unicorns,F,
543,1967-12-24,54,,1.0,2022-05-23,,,,coach
544,2007-05-01,15,junior,3.0,2022-05-24,,Rolling Stones,F,
545,2004-03-24,18,,3.0,2022-05-28,,,,cleaner
546,2015-01-14,7,junior,5.0,2022-05-29,,Super Lords,M,
